Total Computing Time,Image preprecessing,Lane detection
0.263172626,0.20658493,0.056587696
0.259494305,0.200914145,0.05858016
0.258955002,0.200842381,0.058112621
0.294634342,0.23066473,0.063969612
0.279741526,0.220262051,0.059479475
0.272979259,0.212614775,0.060364485
0.271257639,0.209823608,0.061434031
0.267370939,0.207257032,0.060113907
0.270390272,0.212280035,0.058110237
0.264473915,0.204935551,0.059538364
0.266417742,0.208658218,0.057759523
0.265764475,0.205769539,0.059994936
0.269987822,0.206454992,0.063532829
0.272023201,0.210957289,0.061065912
0.267319679,0.209383965,0.057935715
0.265428305,0.204505205,0.0609231
0.266000748,0.206053019,0.059947729
0.276741982,0.215557575,0.061184406
0.266877651,0.208939791,0.05793786
0.262725115,0.202620506,0.060104609
0.30262804,0.24616766,0.056460381
0.265385628,0.205912352,0.059473276
0.265613317,0.202987432,0.062625885
0.270944357,0.212241888,0.058702469
0.263129234,0.205588818,0.057540417
0.278856516,0.221593618,0.057262897
0.273202419,0.211446285,0.061756134
0.283385277,0.209779739,0.073605537
0.27702117,0.212246656,0.064774513
0.289376497,0.217559576,0.071816921
0.311186552,0.246385098,0.064801455
0.284233332,0.220424414,0.063808918
0.294246912,0.226180792,0.06806612
0.291662693,0.224897385,0.066765308
0.290007114,0.2251966,0.064810514
0.285015821,0.220770121,0.064245701
0.284106493,0.218477964,0.065628529
0.294537783,0.223641872,0.07089591
0.288393974,0.223708868,0.064685106
0.29628706,0.23018837,0.06609869
0.296398163,0.231042385,0.065355778
0.290818214,0.221241951,0.069576263
0.305546761,0.239987612,0.065559149
0.283915043,0.223649025,0.060266018
0.268141985,0.208849907,0.059292078
0.274174213,0.213654518,0.060519695
0.268085003,0.2111516,0.056933403
0.274880171,0.214740038,0.060140133
0.270776749,0.208101273,0.062675476
0.271816254,0.210826159,0.060990095
0.269218206,0.207141161,0.062077045
0.271446466,0.207408428,0.064038038
0.270000935,0.209033728,0.060967207
0.268755674,0.207921028,0.060834646
0.262628555,0.203368664,0.059259892
0.283377886,0.219441175,0.06393671
0.284356356,0.227074862,0.057281494
0.274032593,0.216453791,0.057578802
0.263008356,0.202273846,0.06073451
0.274973392,0.211714029,0.063259363
0.275071383,0.214097261,0.060974121
0.272112608,0.211363554,0.060749054
0.273057222,0.210998297,0.062058926
0.285645485,0.22272253,0.062922955
0.291064262,0.223824501,0.067239761
0.273423195,0.212105989,0.061317205
0.271960735,0.210976362,0.060984373
0.275020599,0.207327843,0.067692757
0.276967764,0.218487501,0.058480263
0.274959564,0.210916281,0.064043283
0.272753954,0.208077908,0.064676046
0.275029182,0.215266705,0.059762478
0.269054413,0.208612919,0.060441494
0.272678852,0.207439661,0.065239191
0.272839546,0.211781263,0.061058283
0.265786409,0.204766989,0.061019421
0.265333652,0.20506382,0.060269833
0.272094488,0.206792355,0.065302134
0.269689322,0.209356308,0.060333014
0.257035017,0.199991941,0.057043076
0.310261726,0.25029707,0.059964657
0.30221653,0.244373083,0.057843447
0.264339209,0.204991102,0.059348106
0.266346455,0.206463575,0.059882879
0.270159245,0.213785172,0.056374073
0.25958848,0.202554226,0.057034254
0.306072712,0.249053955,0.057018757
0.263138294,0.204121828,0.059016466
0.268946409,0.207950354,0.060996056
0.273818016,0.213511467,0.060306549
0.278907537,0.217442989,0.061464548
0.290879965,0.217270613,0.073609352
0.296488523,0.229202747,0.067285776
0.282904148,0.221927881,0.060976267
0.282149792,0.217259884,0.064889908
0.280721903,0.219032526,0.061689377
0.282314062,0.214680672,0.06763339
0.28731823,0.225057125,0.062261105
0.292925596,0.228239059,0.064686537
0.282932997,0.222180367,0.06075263
0.27676034,0.215433598,0.061326742
0.273266077,0.212844372,0.060421705
0.276136398,0.211407423,0.064728975
0.282243729,0.216925621,0.065318108
0.283022881,0.222067595,0.060955286
0.267656803,0.207496643,0.06016016
0.27584815,0.212198257,0.063649893
0.274392366,0.212794781,0.061597586
0.260365963,0.203981161,0.056384802
0.271030664,0.213066339,0.057964325
0.274306774,0.215037584,0.05926919
0.278408289,0.217683077,0.060725212
0.274928093,0.217250109,0.057677984
0.261130333,0.203832626,0.057297707
0.293919802,0.232082129,0.061837673
0.312194586,0.237249613,0.074944973
0.294837236,0.229389429,0.065447807
0.306727886,0.240916014,0.065811872
0.289237022,0.22681427,0.062422752
0.298513889,0.227548361,0.070965528
0.288507462,0.221516132,0.066991329
0.286199331,0.220943213,0.065256119
0.287961721,0.224096537,0.063865185
0.291760445,0.227478743,0.064281702
0.284791231,0.220772028,0.064019203
0.289190292,0.223261595,0.065928698
0.308182955,0.24411726,0.064065695
0.291955709,0.229103565,0.062852144
0.272426605,0.213109493,0.059317112
0.270284414,0.210586309,0.059698105
0.270451546,0.211597919,0.058853626
0.261876822,0.204586744,0.057290077
0.26791811,0.207912445,0.060005665
0.269121885,0.210175037,0.058946848
0.266243219,0.206154585,0.060088634
0.276686907,0.212621927,0.06406498
0.267126083,0.207890272,0.059235811
0.268152714,0.208524942,0.059627771
0.26428628,0.207255602,0.057030678
0.266821146,0.206627131,0.060194016
0.266416311,0.204523325,0.061892986
0.288729668,0.228029013,0.060700655
0.273681879,0.215579033,0.058102846
0.26196003,0.203097343,0.058862686
0.262727022,0.204019547,0.058707476
0.266680717,0.205167532,0.061513186
0.271781683,0.213886738,0.057894945
0.261163712,0.203139305,0.058024406
0.264373541,0.204849243,0.059524298
0.269356966,0.211345911,0.058011055
0.266557932,0.205334902,0.06122303
0.275398016,0.211229563,0.064168453
0.286531925,0.224703789,0.061828136
0.27189517,0.212715864,0.059179306
0.27327013,0.211851597,0.061418533
0.272370815,0.214721441,0.057649374
0.27127409,0.212709665,0.058564425
0.263002396,0.204751015,0.058251381
0.263599634,0.206630707,0.056968927
0.260920525,0.204061508,0.056859016
0.274421453,0.213921785,0.060499668
0.265659094,0.209260225,0.056398869
0.265286207,0.20496726,0.060318947
0.266237736,0.208389759,0.057847977
0.279240847,0.222418785,0.056822062
0.297114372,0.238799572,0.0583148
0.261489153,0.203443289,0.058045864
0.263649225,0.204782009,0.058867216
0.27728796,0.2164011,0.06088686
0.279461384,0.216843367,0.062618017
0.272842884,0.212021828,0.060821056
0.263761282,0.205794573,0.057966709
0.268904448,0.208680868,0.060223579
0.270410776,0.209602594,0.060808182
0.268247843,0.210131168,0.058116674
0.262453794,0.201609612,0.060844183
0.2671175,0.209245443,0.057872057
0.26753664,0.207416534,0.060120106
0.269429922,0.20981288,0.059617043
0.267192602,0.205971241,0.061221361
0.270692825,0.208735466,0.061957359
0.270277739,0.213605404,0.056672335
0.276938915,0.215830088,0.061108828
0.264796495,0.208314419,0.056482077
0.267216682,0.207395792,0.05982089
0.266047478,0.206305742,0.059741735
0.265902519,0.208747864,0.057154655
0.270122766,0.207163572,0.062959194
0.278660536,0.218012333,0.060648203
0.275780201,0.21668911,0.059091091
0.279150724,0.219079733,0.060070992
0.2876544,0.230697155,0.056957245
0.273873091,0.214161634,0.059711456
0.278815269,0.219993114,0.058822155
0.268275738,0.207992315,0.060283422
0.276629686,0.218469143,0.058160543
0.267944813,0.209923029,0.058021784
0.263547182,0.20750761,0.056039572
0.272615433,0.215404272,0.057211161
0.265911818,0.20848155,0.057430267
0.264880419,0.207897425,0.056982994
0.271632671,0.215938091,0.05569458
0.263496161,0.207372427,0.056123734
0.311048985,0.254648447,0.056400537
0.269186497,0.214188337,0.054998159
0.267587423,0.209475994,0.058111429
0.301327705,0.22817421,0.073153496
0.298012018,0.233786821,0.064225197
0.296144962,0.227402687,0.068742275
0.295742273,0.229797602,0.065944672
0.301762581,0.237903118,0.063859463
0.287403822,0.22576952,0.061634302
0.290289402,0.231198788,0.059090614
0.289278507,0.228313446,0.060965061
0.299529314,0.226115942,0.073413372
0.306793213,0.237908125,0.068885088
0.291004658,0.229405642,0.061599016
0.287671328,0.225430965,0.062240362
0.29046607,0.228447914,0.062018156
0.290531158,0.231936693,0.058594465
0.277889729,0.216685772,0.061203957
0.268764257,0.211434841,0.057329416
0.295194626,0.240186214,0.055008411
0.299396992,0.24136281,0.058034182
0.278721333,0.22380805,0.054913282
0.270622492,0.209334135,0.061288357
0.266742706,0.209829807,0.056912899
0.276205301,0.218022108,0.058183193
0.272096395,0.211553335,0.06054306
0.260739803,0.20728898,0.053450823
0.268622637,0.210817099,0.057805538
0.26442647,0.211121798,0.053304672
0.262471199,0.20706892,0.055402279
0.265811443,0.208918571,0.056892872
0.270547628,0.214931965,0.055615664
0.286895514,0.219755173,0.067140341
0.273141146,0.218623161,0.054517984
0.261585236,0.206666708,0.054918528
0.261289358,0.206129074,0.055160284
0.29797864,0.222966194,0.075012445
0.278612852,0.220439911,0.058172941
0.266013622,0.213422537,0.052591085
0.263827085,0.211208344,0.052618742
0.269712925,0.212602139,0.057110786
0.267099857,0.212774754,0.054325104
0.263667107,0.209439039,0.054228067
0.264320612,0.212326288,0.051994324
0.259482861,0.205520868,0.053961992
0.272830725,0.218452692,0.054378033
0.263330936,0.208628178,0.054702759
0.260259628,0.208289862,0.051969767
0.265655518,0.205446005,0.060209513
0.263529062,0.209269047,0.054260015
0.254761934,0.204287291,0.050474644
0.2636621,0.209625721,0.054036379
0.272111177,0.214128971,0.057982206
0.267960072,0.2110672,0.056892872
0.267081022,0.211125374,0.055955648
0.29131031,0.230167627,0.061142683
0.269893169,0.210271835,0.059621334
0.28385663,0.227922201,0.055934429
0.272455454,0.21975708,0.052698374
0.260762453,0.206189394,0.054573059
0.263901949,0.207547426,0.056354523
0.288635969,0.237460852,0.051175117
0.260483027,0.205517292,0.054965734
0.262952328,0.207460165,0.055492163
0.267148256,0.213860989,0.053287268
0.262167454,0.204866409,0.057301044
0.268770695,0.210437536,0.058333158
0.269034624,0.211850882,0.057183743
0.267477751,0.209555626,0.057922125
0.267727375,0.210900545,0.05682683
0.273977041,0.215399265,0.058577776
0.273530483,0.215611219,0.057919264
0.274935484,0.218025446,0.056910038
0.275439024,0.220435143,0.055003881
0.262818575,0.204895973,0.057922602
0.262866735,0.20787859,0.054988146
0.263622046,0.207164764,0.056457281
0.291506767,0.228646994,0.062859774
0.27529335,0.217137575,0.058155775
0.27607584,0.214775801,0.061300039
0.275857449,0.21594429,0.059913158
0.269807339,0.211676836,0.058130503
0.262048483,0.206008911,0.056039572
0.264429808,0.20733285,0.057096958
0.295043468,0.237575293,0.057468176
0.300005436,0.245716333,0.054289103
0.27239728,0.214505672,0.057891607
0.265952587,0.208699226,0.057253361
0.268076658,0.207434177,0.060642481
0.266478777,0.208713293,0.057765484
0.265341282,0.207684755,0.057656527
0.270771265,0.212730646,0.058040619
0.280824661,0.215775013,0.065049648
0.283498049,0.222304106,0.061193943
0.287105322,0.223517656,0.063587666
0.288318872,0.221971512,0.066347361
0.291286707,0.220449209,0.070837498
0.292976856,0.228607893,0.064368963
0.289337397,0.225718737,0.06361866
0.287400961,0.22503829,0.062362671
0.29881525,0.226995707,0.071819544
0.307699203,0.242304802,0.065394402
0.301286459,0.230370045,0.070916414
0.290473938,0.227725267,0.062748671
0.327801228,0.25774765,0.070053577
0.310045719,0.242914915,0.067130804
0.277641296,0.220330954,0.057310343
0.265938997,0.205787659,0.060151339
0.261039495,0.205773592,0.055265903
0.260582447,0.204427242,0.056155205
0.258754492,0.202987194,0.055767298
0.260672808,0.205506325,0.055166483
0.25713563,0.203483582,0.053652048
0.256034613,0.199320555,0.056714058
0.262449265,0.202769756,0.059679508
0.25452137,0.198666334,0.055855036
0.265879393,0.206856966,0.059022427
0.265794516,0.205629349,0.060165167
0.255286932,0.202877522,0.05240941
0.255438805,0.198310137,0.057128668
0.25270772,0.199440241,0.053267479
0.258847475,0.202638626,0.056208849
0.252922535,0.198024035,0.0548985
0.258302927,0.203604698,0.054698229
0.255275011,0.20294857,0.052326441
0.24693346,0.194291592,0.052641869
0.275601864,0.222732306,0.052869558
0.277784109,0.223892212,0.053891897
0.252351999,0.197031498,0.055320501
0.255023003,0.198786497,0.056236506
0.250482082,0.196591139,0.053890944
0.253842354,0.198275089,0.055567265
0.266628981,0.212715864,0.053913116
0.257143974,0.203973055,0.053170919
0.251959562,0.196051598,0.055907965
0.260333538,0.204004765,0.056328773
0.253812551,0.20170927,0.052103281
0.25380373,0.198160887,0.055642843
0.259521723,0.203721285,0.055800438
0.251475811,0.199613094,0.051862717
0.251037359,0.194783926,0.056253433
0.254362106,0.200438023,0.053924084
0.251005173,0.198574066,0.052431107
0.25331521,0.197191,0.05612421
0.251874447,0.200696707,0.05117774
0.2565732,0.200677872,0.055895329
0.245117426,0.193862677,0.051254749
0.255251646,0.200338125,0.054913521
0.256787062,0.203030348,0.053756714
0.244777203,0.193830967,0.050946236
0.250212431,0.196414709,0.053797722
0.257992744,0.201896667,0.056096077
0.257624388,0.200030565,0.057593822
0.263653755,0.208175182,0.055478573
0.263338804,0.205309629,0.058029175
0.2507236,0.197829008,0.052894592
0.252361298,0.197673559,0.054687738
0.253741503,0.200400352,0.05334115
0.252619505,0.198503256,0.054116249
0.256820679,0.200366497,0.056454182
0.258632898,0.204221487,0.054411411
0.276094675,0.221329212,0.054765463
0.252675772,0.198505878,0.054169893
0.255442142,0.202443123,0.05299902
0.251854181,0.197112799,0.054741383
0.25399375,0.199940681,0.054053068
0.258258581,0.203959227,0.054299355
0.262674332,0.203886271,0.058788061
0.255899191,0.202429056,0.053470135
0.251459599,0.195441246,0.056018353
0.257927418,0.200170517,0.057756901
0.265353441,0.208909988,0.056443453
0.256764412,0.200529337,0.056235075
0.259257793,0.204265833,0.054991961
0.248793602,0.195539951,0.053253651
0.256277084,0.198407888,0.057869196
0.256261349,0.20055294,0.055708408
0.25310564,0.197207928,0.055897713
0.258501053,0.202834129,0.055666924
0.255700588,0.199399233,0.056301355
0.276823282,0.219831467,0.056991816
0.267662048,0.209704161,0.057957888
0.284141064,0.221353054,0.06278801
0.296609879,0.236406803,0.060203075
0.268102884,0.208811998,0.059290886
0.293864489,0.225553989,0.068310499
0.277136564,0.213794947,0.063341618
0.275155306,0.211956263,0.063199043
0.28988719,0.220089436,0.069797754
0.293164253,0.229215622,0.063948631
0.30318737,0.235046387,0.068140984
0.298357487,0.239186764,0.059170723
0.269459963,0.210532665,0.058927298
0.278194427,0.213706255,0.064488173
0.277617216,0.216687441,0.060929775
0.283494711,0.219362497,0.064132214
0.26304388,0.207253933,0.055789948
0.257817745,0.201209545,0.0566082
0.258458376,0.199424505,0.059033871
0.256693125,0.202515602,0.054177523
0.260075331,0.205011368,0.055063963
0.254772425,0.198657036,0.056115389
0.253889322,0.198243618,0.055645704
0.249928951,0.196654081,0.05327487
0.263921261,0.205031872,0.058889389
0.252395153,0.19797349,0.054421663
0.252376318,0.194731474,0.057644844
0.272531033,0.216567755,0.055963278
0.261059284,0.204777718,0.056281567
0.261248112,0.203544378,0.057703733
0.253340244,0.199514866,0.053825378
0.25995183,0.201663256,0.058288574
0.256398916,0.201359034,0.055039883
0.259730816,0.201189041,0.058541775
0.253778934,0.198517084,0.05526185
0.258718014,0.204166412,0.054551601
0.262465239,0.205272913,0.057192326
0.265401125,0.208431482,0.056969643
0.252938747,0.198008299,0.054930449
0.259944677,0.202272892,0.057671785
0.285146713,0.232321262,0.052825451
0.274958849,0.220654011,0.054304838
0.259504795,0.202947855,0.05655694
0.263456583,0.207455397,0.056001186
0.255196095,0.19806838,0.057127714
0.259452343,0.200667381,0.058784962
0.270597935,0.212510109,0.058087826
0.264413357,0.204385757,0.060027599
0.263919353,0.206068993,0.057850361
0.257123232,0.200224876,0.056898355
0.252864599,0.199766874,0.053097725
