Total Computing Time,Image preprecessing,Lane detection
0.256980658,0.199897528,0.05708313
0.260389328,0.204235554,0.056153774
0.26905036,0.213292599,0.055757761
0.260669231,0.202992439,0.057676792
0.256892443,0.20177722,0.055115223
0.255197525,0.201539516,0.053658009
0.259713411,0.200724363,0.058989048
0.257597208,0.202646971,0.054950237
0.257331133,0.199596405,0.057734728
0.261959791,0.20587039,0.056089401
0.25761652,0.200217247,0.057399273
0.252747536,0.197435141,0.055312395
0.249083042,0.197139502,0.051943541
0.256751776,0.201479673,0.055272102
0.258718014,0.204833746,0.053884268
0.265127182,0.206049681,0.059077501
0.264027596,0.208208084,0.055819511
0.249556065,0.196602345,0.05295372
0.265597105,0.209801674,0.055795431
0.252677202,0.196114302,0.056562901
0.26053524,0.202227592,0.058307648
0.259799719,0.205345392,0.054454327
0.253917694,0.199732304,0.05418539
0.253836393,0.199034452,0.054801941
0.255283356,0.201657534,0.053625822
0.253858805,0.199049234,0.05480957
0.271406412,0.210422754,0.060983658
0.255362511,0.198907852,0.056454659
0.260180712,0.20360589,0.056574821
0.251111269,0.196824551,0.054286718
0.259385347,0.198602676,0.060782671
0.246935129,0.194931746,0.052003384
0.264940977,0.209403515,0.055537462
0.268891096,0.212040424,0.056850672
0.258866787,0.201964378,0.056902409
0.264305353,0.205691338,0.058614016
0.257031441,0.2006073,0.056424141
0.25280714,0.196937561,0.055869579
0.25602746,0.200930595,0.055096865
0.253740311,0.199700832,0.054039478
0.252949476,0.199721098,0.053228378
0.252612829,0.198589325,0.054023504
0.256649971,0.19980669,0.056843281
0.258717775,0.202960968,0.055756807
0.274795294,0.212026596,0.062768698
0.27635169,0.219009638,0.057342052
0.273876905,0.210915804,0.062961102
0.295702219,0.235020638,0.060681581
0.271433353,0.207335949,0.064097404
0.266559839,0.210657597,0.055902243
0.26582551,0.206240892,0.059584618
0.280216455,0.218828201,0.061388254
0.287252665,0.223781586,0.063471079
0.271656275,0.208122253,0.063534021
0.279490232,0.217319965,0.062170267
0.286332846,0.225546122,0.060786724
0.277047157,0.220153332,0.056893826
0.269375563,0.209216833,0.06015873
0.269829512,0.207969427,0.061860085
0.259625912,0.200815439,0.058810472
0.253896713,0.198702335,0.055194378
0.258729935,0.204066038,0.054663897
0.254364252,0.200199842,0.05416441
0.252872229,0.197449207,0.055423021
0.255950451,0.197957039,0.057993412
0.252866983,0.198813915,0.054053068
0.254793882,0.200153828,0.054640055
0.257885218,0.202145576,0.055739641
0.249296665,0.19751811,0.051778555
0.262404442,0.205513239,0.056891203
0.249415636,0.19655633,0.052859306
0.273217678,0.213711023,0.059506655
0.266969204,0.208514929,0.058454275
0.253782511,0.198923588,0.054858923
0.251837969,0.196665049,0.05517292
0.257121801,0.20232439,0.054797411
0.256071329,0.200319052,0.055752277
0.255681515,0.201826096,0.053855419
0.256453514,0.198150635,0.058302879
0.286775589,0.232771397,0.054004192
0.266361713,0.211100101,0.055261612
0.258939981,0.203242779,0.055697203
0.290038824,0.233338594,0.05670023
0.269439697,0.212680101,0.056759596
0.283310413,0.229125023,0.05418539
0.26462841,0.207815886,0.056812525
0.255954504,0.199832439,0.056122065
0.277873993,0.219021559,0.058852434
0.298757315,0.234195471,0.064561844
0.280882359,0.226876736,0.054005623
0.257555246,0.20046258,0.057092667
0.262712002,0.202759981,0.059952021
0.302451611,0.242137909,0.060313702
0.31084013,0.24716258,0.063677549
0.298151731,0.235323429,0.062828302
0.273057938,0.213861704,0.059196234
0.261999607,0.208457947,0.05354166
0.264005899,0.205109358,0.058896542
0.264122009,0.206022024,0.058099985
0.260944843,0.204903126,0.056041718
0.266193628,0.209388018,0.056805611
0.258430958,0.203254461,0.055176497
0.256369829,0.202118397,0.054251432
0.253867149,0.200690985,0.053176165
0.252575159,0.199903965,0.052671194
0.253560543,0.20049119,0.053069353
0.260605097,0.203140497,0.0574646
0.253616571,0.19866991,0.054946661
0.252766848,0.200902939,0.051863909
0.279828548,0.213234186,0.066594362
0.266083241,0.209086657,0.056996584
0.262073994,0.206679821,0.055394173
0.267135859,0.211154938,0.055980921
0.259019852,0.204022646,0.054997206
0.260277987,0.203142643,0.057135344
0.263863087,0.205660105,0.058202982
0.25891614,0.203854799,0.05506134
0.258165598,0.201325417,0.056840181
0.264258862,0.206221581,0.058037281
0.257828236,0.202678919,0.055149317
0.274087429,0.216146946,0.057940483
0.259031773,0.202822924,0.056208849
0.256541729,0.199798107,0.056743622
0.261329412,0.206483841,0.054845572
0.259432554,0.202191591,0.057240963
0.283432007,0.228853464,0.054578543
0.285756588,0.23124671,0.054509878
0.260670424,0.203453541,0.057216883
0.274584293,0.218402147,0.056182146
0.284817934,0.216001034,0.0688169
0.292732477,0.237867832,0.054864645
0.253941774,0.198035955,0.055905819
0.254752636,0.199825287,0.054927349
0.254827499,0.197904825,0.056922674
0.277810335,0.216386318,0.061424017
0.282797098,0.217725277,0.065071821
0.283347845,0.218782902,0.064564943
0.281728983,0.221895218,0.059833765
0.272793531,0.211726427,0.061067104
0.268223524,0.208061457,0.060162067
0.274752855,0.213720798,0.061032057
0.268649817,0.21190238,0.056747437
0.275682926,0.214384794,0.061298132
0.285601616,0.220117569,0.065484047
0.285330057,0.217667818,0.067662239
0.272604704,0.214049339,0.058555365
0.279469728,0.214110851,0.065358877
0.276042461,0.216632366,0.059410095
0.289577007,0.214853048,0.074723959
0.28096056,0.218910933,0.062049627
0.260900974,0.203708887,0.057192087
0.259986639,0.203909159,0.05607748
0.262395144,0.204305887,0.058089256
0.25695014,0.201639891,0.055310249
0.285973549,0.232068062,0.053905487
0.285849094,0.228867292,0.056981802
0.262936592,0.207788944,0.055147648
0.259884119,0.201963663,0.057920456
0.258061409,0.199862003,0.058199406
0.253043652,0.198451042,0.054592609
0.255455256,0.197455406,0.057999849
0.264366865,0.205000639,0.059366226
0.25774169,0.201565504,0.056176186
0.255593061,0.200867414,0.054725647
0.24915719,0.195379734,0.053777456
0.250867128,0.197155714,0.053711414
0.251573563,0.19854331,0.053030252
0.262981176,0.210150003,0.052831173
0.26619029,0.201041937,0.065148354
0.286708832,0.227527618,0.059181213
0.281412601,0.228085518,0.053327084
0.281531096,0.226952791,0.054578304
0.279339314,0.223697186,0.055642128
0.254449844,0.199513674,0.054936171
0.25620532,0.202800512,0.053404808
0.261008978,0.204585075,0.056423903
0.265827179,0.209804058,0.056023121
0.263792038,0.205815792,0.057976246
0.261959553,0.205568552,0.056391001
0.26854229,0.212789059,0.055753231
0.254597664,0.201915026,0.052682638
0.260245323,0.203546047,0.056699276
0.268482447,0.20884347,0.059638977
0.267396212,0.21085763,0.056538582
0.254812479,0.200734138,0.054078341
0.258137941,0.204497576,0.053640366
0.256874323,0.204696417,0.052177906
0.273928642,0.213563919,0.060364723
0.318385363,0.261435509,0.056949854
0.264398336,0.209114552,0.055283785
0.253362656,0.20004797,0.053314686
0.260240316,0.202037096,0.05820322
0.282538652,0.229037285,0.053501368
0.263442755,0.206250191,0.057192564
0.268991947,0.206913471,0.062078476
0.263406992,0.207410812,0.05599618
0.258099318,0.202865601,0.055233717
0.261080265,0.207420588,0.053659678
0.257624865,0.202665567,0.054959297
0.256133795,0.200658083,0.055475712
0.251814842,0.200019598,0.051795244
0.256168842,0.201073885,0.055094957
0.257007122,0.199163914,0.057843208
0.257877588,0.203024864,0.054852724
0.26615119,0.209622145,0.056529045
0.262633562,0.202963114,0.059670448
0.277228117,0.216850996,0.060377121
0.265119076,0.209930658,0.055188417
0.266388655,0.208857775,0.05753088
0.255805492,0.201981544,0.053823948
0.264293909,0.206271648,0.058022261
0.257714272,0.203207493,0.054506779
0.253649473,0.199995279,0.053654194
0.257039785,0.203763723,0.053276062
0.262607336,0.206078291,0.056529045
0.258202314,0.207140207,0.051062107
0.290774822,0.231708288,0.059066534
0.273322821,0.217329264,0.055993557
0.268035173,0.213332891,0.054702282
0.268886328,0.211629152,0.057257175
0.265205145,0.210808992,0.054396152
0.271424055,0.212995529,0.058428526
0.274813414,0.222867727,0.051945686
0.28973484,0.232120752,0.057614088
0.259912014,0.205321312,0.054590702
0.262037516,0.206341267,0.055696249
0.262477398,0.208590984,0.053886414
0.264551401,0.202213764,0.062337637
0.279159784,0.220671654,0.058488131
0.292522907,0.233095884,0.059427023
0.29418087,0.229281187,0.064899683
0.279564142,0.222786903,0.056777239
0.279747963,0.220666647,0.059081316
0.278238297,0.218165874,0.060072422
0.288167715,0.228055716,0.060112
0.291167021,0.226490021,0.064677
0.278768778,0.221910954,0.056857824
0.278726101,0.218747139,0.059978962
0.29907155,0.2152946,0.083776951
0.303940058,0.241930485,0.062009573
0.298599958,0.244842768,0.053757191
0.274991512,0.21596241,0.059029102
0.259365797,0.206817627,0.05254817
0.258917332,0.205066442,0.053850889
0.256890297,0.203983068,0.052907228
0.261366606,0.205319643,0.056046963
0.257324696,0.206237793,0.051086903
0.255615234,0.200991869,0.054623365
0.255041122,0.202783346,0.052257776
0.25328207,0.20301342,0.05026865
0.259328365,0.203025579,0.056302786
0.275710583,0.216877222,0.058833361
0.270355463,0.21297884,0.057376623
0.263204813,0.208580256,0.054624557
0.268838167,0.214729309,0.054108858
0.262890339,0.208664417,0.054225922
0.261971712,0.206558704,0.055413008
0.259891272,0.204871655,0.055019617
0.264148712,0.200274944,0.063873768
0.264493227,0.209099531,0.055393696
0.283773899,0.226026058,0.057747841
0.276627302,0.222724915,0.053902388
0.259019852,0.20524931,0.053770542
0.264065742,0.207424641,0.056641102
0.264434099,0.203689098,0.060745001
0.262392282,0.203804493,0.05858779
0.260284901,0.200731993,0.059552908
0.256954193,0.198442936,0.058511257
0.257997036,0.20015192,0.057845116
0.251811743,0.195881367,0.055930376
0.24896574,0.196191549,0.052774191
0.250016451,0.197018623,0.052997828
0.248315334,0.195191622,0.053123713
0.25549078,0.202167988,0.053322792
0.251435518,0.198940277,0.052495241
0.261878967,0.196993589,0.064885378
0.249335766,0.197370291,0.051965475
0.244321108,0.193462133,0.050858974
0.253636122,0.198014021,0.055622101
0.253411055,0.20122385,0.052187204
0.249047279,0.194105148,0.054942131
0.246927023,0.190493107,0.056433916
0.286710262,0.212571621,0.074138641
0.265112877,0.205956459,0.059156418
0.249443293,0.195974112,0.053469181
0.252034187,0.201146603,0.050887585
0.242541075,0.190657616,0.051883459
0.250780582,0.190747738,0.060032845
0.244602442,0.19187212,0.052730322
0.262158394,0.199470282,0.062688112
0.245375395,0.192718267,0.052657127
0.249569893,0.195155144,0.054414749
0.257152319,0.202466011,0.054686308
0.248779297,0.198299646,0.05047965
0.243426561,0.190529823,0.052896738
0.266940832,0.214135408,0.052805424
0.241719007,0.188970327,0.05274868
0.241244555,0.189147472,0.052097082
0.239075422,0.188232183,0.050843239
0.238169909,0.188314438,0.049855471
0.23513341,0.184800625,0.050332785
0.239600897,0.187693119,0.051907778
0.235644579,0.183783531,0.051861048
0.26992631,0.21326375,0.05666256
0.254221201,0.187572241,0.06664896
0.251647472,0.199749947,0.051897526
0.242371321,0.187978983,0.054392338
0.248476028,0.195433617,0.053042412
0.234090328,0.183684111,0.050406218
0.236452818,0.184602022,0.051850796
0.237907887,0.187008619,0.050899267
0.231185436,0.180523157,0.050662279
0.236425638,0.182510853,0.053914785
0.231588125,0.181655169,0.049932957
0.232215166,0.181188583,0.051026583
0.238338709,0.182600498,0.055738211
0.231863499,0.180966616,0.050896883
0.234568357,0.179362535,0.055205822
0.233636379,0.180774212,0.052862167
0.238393545,0.184264421,0.054129124
0.232351303,0.1824646,0.049886703
0.236263752,0.181286812,0.05497694
0.24128747,0.183899403,0.057388067
0.234025478,0.182502508,0.05152297
0.231673002,0.181773424,0.049899578
0.240308285,0.188379288,0.051928997
0.237109661,0.185247421,0.05186224
0.232194662,0.1793015,0.052893162
0.235290527,0.180437088,0.054853439
0.229623079,0.179951429,0.04967165
0.236906052,0.187096119,0.049809933
0.234430075,0.183566332,0.050863743
0.240391493,0.18749547,0.052896023
0.246273041,0.19437933,0.051893711
0.239033461,0.187122107,0.051911354
0.237999439,0.184096575,0.053902864
0.237128019,0.184238195,0.052889824
0.242121458,0.188266277,0.053855181
0.233827591,0.181964636,0.051862955
0.237288475,0.185465574,0.051822901
0.236376286,0.183516502,0.052859783
0.230766535,0.178891659,0.051874876
0.235365868,0.180480242,0.054885626
0.242094755,0.184248209,0.057846546
0.236339092,0.182449102,0.05388999
0.234970331,0.184072018,0.050898314
0.235370636,0.182510614,0.052860022
0.232170582,0.179341316,0.052829266
0.244148016,0.189260244,0.054887772
0.231341839,0.179480553,0.051861286
0.232145548,0.180245399,0.051900148
0.240113258,0.186257601,0.053855658
0.239765406,0.183909416,0.055855989
0.235898256,0.183990002,0.051908255
0.233021259,0.182460546,0.050560713
0.239102364,0.185245752,0.053856611
0.233356953,0.179466486,0.053890467
0.237108946,0.1845119,0.052597046
0.239308834,0.186450005,0.052858829
0.235165596,0.179280758,0.055884838
0.235367298,0.18184638,0.053520918
0.231350422,0.179456949,0.051893473
0.237370253,0.182219744,0.055150509
0.235190868,0.184292078,0.05089879
0.2364676,0.182564974,0.053902626
0.241289616,0.185439587,0.055850029
0.242498636,0.189708233,0.052790403
0.237379789,0.185468674,0.051911116
0.23318696,0.181293726,0.051893234
0.240861654,0.183980227,0.056881428
0.247166395,0.194261551,0.052904844
0.240319729,0.184467316,0.055852413
0.242366314,0.188765049,0.053601265
0.236781597,0.184221745,0.052559853
0.236336708,0.184425831,0.051910877
0.238133907,0.181285143,0.056848764
0.232177496,0.180330992,0.051846504
0.231184721,0.180274963,0.050909758
0.233165741,0.180274248,0.052891493
0.232354641,0.180465221,0.05188942
0.234369516,0.180513382,0.053856134
0.236024618,0.181134224,0.054890394
0.238343477,0.187433004,0.050910473
0.232351065,0.180455923,0.051895142
0.236116171,0.182251215,0.053864956
0.233358383,0.182454109,0.050904274
0.230691433,0.177800894,0.052890539
0.235184669,0.183273077,0.051911592
0.233910084,0.184000015,0.049910069
0.232174635,0.180307865,0.05186677
0.23235178,0.17947197,0.05287981
0.234339237,0.181478977,0.05286026
0.232213974,0.179730654,0.05248332
0.239636421,0.182302475,0.057333946
0.235174656,0.185288191,0.049886465
0.236161947,0.182271004,0.053890944
0.235371113,0.181820154,0.053550959
0.236401081,0.179519176,0.056881905
0.233525753,0.182962656,0.050563097
0.244709253,0.190353632,0.054355621
0.24244833,0.188558578,0.053889751
0.236144543,0.184249163,0.05189538
0.240073919,0.186244249,0.05382967
0.240400791,0.186669588,0.053731203
0.23837018,0.18351841,0.05485177
0.248353243,0.192466974,0.055886269
0.24629426,0.189446211,0.056848049
0.235144377,0.179595947,0.055548429
0.238539934,0.185681343,0.052858591
0.233138561,0.18027854,0.052860022
0.231658936,0.178815842,0.052843094
0.234935284,0.184070349,0.050864935
0.232780218,0.180918694,0.051861525
0.234138012,0.181247711,0.052890301
0.236212969,0.181311369,0.0549016
0.23701334,0.184122086,0.052891254
0.232316494,0.179457903,0.052858591
0.232216358,0.178628206,0.053588152
0.233184338,0.181611061,0.051573277
0.239166975,0.18526268,0.053904295
0.241011858,0.188153028,0.052858829
0.236140966,0.18427968,0.051861286
0.231348038,0.180449486,0.050898552
0.238105297,0.181273222,0.056832075
0.247446775,0.191594601,0.055852175
0.235167742,0.184274912,0.05089283
0.234905243,0.181953669,0.052951574
0.236155748,0.182300329,0.053855419
0.233188629,0.181295633,0.051892996
0.232204676,0.180342197,0.051862478
0.232324839,0.18146944,0.050855398
0.23616457,0.185265303,0.050899267
0.236432791,0.184545994,0.051886797
0.250024319,0.194172144,0.055852175
0.235262871,0.181407452,0.053855419
0.240116358,0.184265614,0.055850744
0.234549284,0.182640314,0.05190897
0.235956192,0.182068586,0.053887606
0.240654945,0.183805704,0.056849241
0.237364292,0.183510065,0.053854227
0.238331556,0.185441256,0.052890301
0.237161398,0.185266256,0.051895142
0.234173536,0.181335211,0.052838326
0.233374834,0.181524515,0.051850319
0.237373829,0.182520628,0.054853201
0.238337517,0.18743825,0.050899267
0.237397194,0.183508158,0.053889036
0.237364769,0.183509111,0.053855658
0.238364935,0.185506344,0.052858591
0.231638193,0.180875063,0.05076313
0.235134125,0.1832726,0.051861525
0.233167171,0.179270744,0.053896427
0.234203577,0.179304361,0.054899216
0.2333498,0.182450294,0.050899506
0.235821247,0.181486368,0.054334879
0.233333349,0.181463242,0.051870108
0.233170271,0.18027854,0.052891731
0.23513031,0.18426466,0.05086565
0.231164455,0.178305626,0.052858829
0.239124775,0.181575298,0.057549477
0.231894732,0.180033445,0.051861286
0.233142138,0.182278156,0.050863981
0.235181332,0.185264349,0.049916983
0.237057447,0.182514191,0.054543257
0.23733592,0.180453777,0.056882143
0.236144781,0.185513496,0.050631285
0.233412027,0.180519581,0.052892447
0.237361193,0.181510925,0.055850267
0.23513341,0.182240009,0.0528934
Avg.,,
0.263985995,0.206071624,0.05791437
